45566	48332	136162	133368	2767	2795	96.10	6854980	137471	0.04	2.03	NC_030986.1	KK035846.1
48740	55215	106783	100323	6476	6461	97.41	6854980	137471	0.09	4.70	NC_030986.1	KK035846.1
55749	75748	99789	79787	20000	20003	97.55	6854980	137471	0.29	14.55	NC_030986.1	KK035846.1
76401	93609	79801	62633	17209	17169	98.10	6854980	137471	0.25	12.49	NC_030986.1	KK035846.1
107482	108078	61128	60531	597	598	90.13	6854980	137471	0.01	0.44	NC_030986.1	KK035846.1
108078	115999	60065	52153	7922	7913	96.85	6854980	137471	0.12	5.76	NC_030986.1	KK035846.1
117249	119959	41560	38848	2711	2713	96.24	6854980	137471	0.04	1.97	NC_030986.1	KK035846.1
124223	125093	32587	31716	871	872	93.23	6854980	137471	0.01	0.63	NC_030986.1	KK035846.1
126839	129074	31436	29199	2236	2238	97.28	6854980	137471	0.03	1.63	NC_030986.1	KK035846.1
129275	136855	29120	21538	7581	7583	98.00	6854980	137471	0.11	5.52	NC_030986.1	KK035846.1
136857	140171	21392	18079	3315	3314	95.61	6854980	137471	0.05	2.41	NC_030986.1	KK035846.1
140690	144352	14873	11214	3663	3660	96.89	6854980	137471	0.05	2.66	NC_030986.1	KK035846.1
147089	153692	11216	4605	6604	6612	95.41	6854980	137471	0.10	4.81	NC_030986.1	KK035846.1
153680	153983	3527	3195	304	333	85.29	6854980	137471	0.00	0.24	NC_030986.1	KK035846.1
153898	154139	2259	2018	242	242	93.80	6854980	137471	0.00	0.18	NC_030986.1	KK035846.1
154253	154471	23180	23393	219	214	94.52	6854980	51956	0.00	0.41	NC_030986.1	JH651418.1
154894	156516	152675	151050	1623	1626	86.96	6854980	2142601	0.02	0.08	NC_030986.1	JH651393.1
154963	157007	2014735	2016780	2045	2046	86.27	6854980	2019370	0.03	0.10	NC_030986.1	JH651394.1
156847	157698	150749	149898	852	852	85.58	6854980	2142601	0.01	0.04	NC_030986.1	JH651393.1
157696	160366	113848	111183	2671	2666	89.48	6854980	250012	0.04	1.07	NC_030986.1	JH651405.1
157752	160862	149691	146574	3111	3118	89.60	6854980	2142601	0.05	0.15	NC_030986.1	JH651393.1
161341	162896	10322	11879	1556	1558	91.08	6854980	2142601	0.02	0.07	NC_030986.1	JH651393.1
161346	162899	23755	22200	1554	1556	89.91	6854980	2471847	0.02	0.06	NC_030986.1	JH651391.1
163586	163850	144998	144734	265	265	93.96	6854980	2142601	0.00	0.01	NC_030986.1	JH651393.1
163858	164751	2022	1111	894	912	90.91	6854980	137471	0.01	0.66	NC_030986.1	KK035846.1
170541	171256	1038	325	716	714	94.97	6854980	137471	0.01	0.52	NC_030986.1	KK035846.1
171390	171576	325	139	187	187	96.26	6854980	137471	0.00	0.14	NC_030986.1	KK035846.1
171606	208351	132	36806	36746	36675	97.27	6854980	1675914	0.54	2.19	NC_030986.1	JH651395.1
210538	216308	36895	42661	5771	5767	97.14	6854980	1675914	0.08	0.34	NC_030986.1	JH651395.1
216954	240836	42645	66518	23883	23874	98.39	6854980	1675914	0.35	1.42	NC_030986.1	JH651395.1
243297	263058	68424	88149	19762	19726	97.52	6854980	1675914	0.29	1.18	NC_030986.1	JH651395.1
263059	269135	90144	96221	6077	6078	98.44	6854980	1675914	0.09	0.36	NC_030986.1	JH651395.1
269329	269739	107658	108069	411	412	89.81	6854980	1675914	0.01	0.02	NC_030986.1	JH651395.1
269740	274794	108409	113491	5055	5083	97.60	6854980	1675914	0.07	0.30	NC_030986.1	JH651395.1
275032	288042	113708	126716	13011	13009	98.73	6854980	1675914	0.19	0.78	NC_030986.1	JH651395.1
288195	295842	126712	134363	7648	7652	97.58	6854980	1675914	0.11	0.46	NC_030986.1	JH651395.1
295819	359230	134400	197804	63412	63405	97.86	6854980	1675914	0.93	3.78	NC_030986.1	JH651395.1
359218	370712	202648	214125	11495	11478	97.09	6854980	1675914	0.17	0.68	NC_030986.1	JH651395.1
370955	389964	214113	233128	19010	19016	97.86	6854980	1675914	0.28	1.13	NC_030986.1	JH651395.1
390507	391886	233988	235365	1380	1378	89.37	6854980	1675914	0.02	0.08	NC_030986.1	JH651395.1
393099	393489	237977	237587	391	391	87.47	6854980	1675914	0.01	0.02	NC_030986.1	JH651395.1
395197	401555	238909	245261	6359	6353	96.64	6854980	1675914	0.09	0.38	NC_030986.1	JH651395.1
401736	405601	245263	249136	3866	3874	96.52	6854980	1675914	0.06	0.23	NC_030986.1	JH651395.1
409547	431855	277407	299706	22309	22300	97.49	6854980	1675914	0.33	1.33	NC_030986.1	JH651395.1
433916	438830	301665	306594	4915	4930	97.12	6854980	1675914	0.07	0.29	NC_030986.1	JH651395.1
438971	479491	306722	347262	40521	40541	97.55	6854980	1675914	0.59	2.42	NC_030986.1	JH651395.1
479491	481194	347375	349078	1704	1704	98.24	6854980	1675914	0.02	0.10	NC_030986.1	JH651395.1
481158	499907	349198	368001	18750	18804	96.16	6854980	1675914	0.27	1.12	NC_030986.1	JH651395.1
500152	506642	368002	374423	6491	6422	95.19	6854980	1675914	0.09	0.38	NC_030986.1	JH651395.1
507998	510146	383747	381605	2149	2143	93.79	6854980	1675914	0.03	0.13	NC_030986.1	JH651395.1
510409	516823	380858	374426	6415	6433	95.86	6854980	1675914	0.09	0.38	NC_030986.1	JH651395.1
516975	527785	383877	394655	10811	10779	97.76	6854980	1675914	0.16	0.64	NC_030986.1	JH651395.1
527878	532326	394655	399107	4449	4453	97.13	6854980	1675914	0.06	0.27	NC_030986.1	JH651395.1
533110	538527	405651	411067	5418	5417	96.92	6854980	1675914	0.08	0.32	NC_030986.1	JH651395.1
538640	539794	411179	412332	1155	1154	91.96	6854980	1675914	0.02	0.07	NC_030986.1	JH651395.1
539941	564344	412463	436888	24404	24426	98.89	6854980	1675914	0.36	1.46	NC_030986.1	JH651395.1
564466	577955	436989	450456	13490	13468	98.60	6854980	1675914	0.20	0.80	NC_030986.1	JH651395.1
578148	637619	450648	510090	59472	59443	99.04	6854980	1675914	0.87	3.55	NC_030986.1	JH651395.1
638790	640417	511350	512976	1628	1627	98.96	6854980	1675914	0.02	0.10	NC_030986.1	JH651395.1
640737	642387	513153	514812	1651	1660	98.25	6854980	1675914	0.02	0.10	NC_030986.1	JH651395.1
643088	691454	515222	563604	48367	48383	99.38	6854980	1675914	0.71	2.89	NC_030986.1	JH651395.1
691581	737649	563713	609801	46069	46089	99.13	6854980	1675914	0.67	2.75	NC_030986.1	JH651395.1
738266	751480	610222	623447	13215	13226	98.90	6854980	1675914	0.19	0.79	NC_030986.1	JH651395.1
751607	764513	623448	636366	12907	12919	99.13	6854980	1675914	0.19	0.77	NC_030986.1	JH651395.1
764681	787841	636467	659596	23161	23130	98.59	6854980	1675914	0.34	1.38	NC_030986.1	JH651395.1
787840	789228	660484	661847	1389	1364	95.76	6854980	1675914	0.02	0.08	NC_030986.1	JH651395.1
789223	847960	662474	721118	58738	58645	98.71	6854980	1675914	0.86	3.50	NC_030986.1	JH651395.1
848100	855774	721275	728954	7675	7680	98.80	6854980	1675914	0.11	0.46	NC_030986.1	JH651395.1
856348	891228	729513	764485	34881	34973	98.62	6854980	1675914	0.51	2.09	NC_030986.1	JH651395.1
891386	937471	764586	810517	46086	45932	98.76	6854980	1675914	0.67	2.74	NC_030986.1	JH651395.1
937971	973717	811084	846751	35747	35668	98.52	6854980	1675914	0.52	2.13	NC_030986.1	JH651395.1
973872	1025821	846900	898929	51950	52030	99.12	6854980	1675914	0.76	3.10	NC_030986.1	JH651395.1
1026042	1059906	899147	932990	33865	33844	99.37	6854980	1675914	0.49	2.02	NC_030986.1	JH651395.1
1059906	1062598	933089	935781	2693	2693	99.29	6854980	1675914	0.04	0.16	NC_030986.1	JH651395.1
1062724	1123970	935890	997143	61247	61254	99.14	6854980	1675914	0.89	3.65	NC_030986.1	JH651395.1
1127153	1137952	1000486	1011256	10800	10771	98.98	6854980	1675914	0.16	0.64	NC_030986.1	JH651395.1
1138110	1157906	1011403	1031197	19797	19795	99.14	6854980	1675914	0.29	1.18	NC_030986.1	JH651395.1
1158045	1216048	1031206	1089143	58004	57938	98.80	6854980	1675914	0.85	3.46	NC_030986.1	JH651395.1
1217459	1243454	1090794	1116748	25996	25955	98.99	6854980	1675914	0.38	1.55	NC_030986.1	JH651395.1
1244348	1268316	1117690	1141701	23969	24012	98.93	6854980	1675914	0.35	1.43	NC_030986.1	JH651395.1
1268967	1396925	1141686	1269589	127959	127904	99.08	6854980	1675914	1.87	7.63	NC_030986.1	JH651395.1
1397117	1400314	1269720	1272918	3198	3199	99.22	6854980	1675914	0.05	0.19	NC_030986.1	JH651395.1
1401055	1432093	1273496	1304530	31039	31035	99.26	6854980	1675914	0.45	1.85	NC_030986.1	JH651395.1
1439347	1442108	1311398	1314157	2762	2760	97.47	6854980	1675914	0.04	0.16	NC_030986.1	JH651395.1
1442179	1450627	1314302	1322742	8449	8441	98.31	6854980	1675914	0.12	0.50	NC_030986.1	JH651395.1
1450612	1457757	1323573	1330730	7146	7158	98.77	6854980	1675914	0.10	0.43	NC_030986.1	JH651395.1
1458421	1474429	1330717	1346730	16009	16014	99.21	6854980	1675914	0.23	0.96	NC_030986.1	JH651395.1
1474736	1488438	1346725	1360495	13703	13771	98.43	6854980	1675914	0.20	0.82	NC_030986.1	JH651395.1
1488584	1523757	1360568	1395749	35174	35182	99.34	6854980	1675914	0.51	2.10	NC_030986.1	JH651395.1
1523968	1565615	1395742	1437353	41648	41612	99.15	6854980	1675914	0.61	2.48	NC_030986.1	JH651395.1
1566059	1574979	1437736	1446651	8921	8916	99.33	6854980	1675914	0.13	0.53	NC_030986.1	JH651395.1
