110394	116191	14212	8412	5798	5801	97.06	6854980	42187	0.08	13.75	NC_030986.1	KK035242.1
116845	119977	8427	5282	3133	3146	95.55	6854980	42187	0.05	7.46	NC_030986.1	KK035242.1
119926	121829	1925	21	1904	1905	92.86	6854980	42187	0.03	4.52	NC_030986.1	KK035242.1
124223	125093	48086	47215	871	872	93.35	6854980	54618	0.01	1.60	NC_030986.1	JH658042.1
126839	129074	46935	44697	2236	2239	96.56	6854980	54618	0.03	4.10	NC_030986.1	JH658042.1
129275	136874	44618	37012	7600	7607	96.05	6854980	54618	0.11	13.93	NC_030986.1	JH658042.1
136749	139967	36996	33776	3219	3221	97.21	6854980	54618	0.05	5.90	NC_030986.1	JH658042.1
140284	146031	32406	26660	5748	5747	97.25	6854980	54618	0.08	10.52	NC_030986.1	JH658042.1
146030	148376	24810	22444	2347	2367	88.94	6854980	54618	0.03	4.33	NC_030986.1	JH658042.1
148612	153353	19527	14784	4742	4744	96.35	6854980	54618	0.07	8.69	NC_030986.1	JH658042.1
153887	154030	33898	34041	144	144	91.67	6854980	71206	0.00	0.20	NC_030986.1	JH658026.1
154061	154139	242139	242061	79	79	97.47	6854980	357253	0.00	0.02	NC_030986.1	JH657946.1
154894	155112	332720	332938	219	219	91.32	6854980	357253	0.00	0.06	NC_030986.1	JH657946.1
154903	156733	10041	8228	1831	1814	81.86	6854980	202139	0.03	0.90	NC_030986.1	JH657970.1
156859	157892	416073	415043	1034	1031	87.52	6854980	857877	0.02	0.12	NC_030986.1	JH657931.1
156864	160391	155493	159015	3528	3523	85.13	6854980	857877	0.05	0.41	NC_030986.1	JH657931.1
161341	162120	219814	220593	780	780	87.95	6854980	857877	0.01	0.09	NC_030986.1	JH657931.1
161344	162896	331152	332705	1553	1554	85.07	6854980	357253	0.02	0.43	NC_030986.1	JH657946.1
164329	164528	16695	16495	200	201	86.41	6854980	17515	0.00	1.15	NC_030986.1	KK035281.1
164556	164761	233839	233633	206	207	89.86	6854980	3361134	0.00	0.01	NC_030986.1	JH657918.1
170297	170397	102	1	101	102	97.09	6854980	25194	0.00	0.40	NC_030986.1	JH658105.1
172600	172873	508	781	274	274	93.80	6854980	23478	0.00	1.17	NC_030986.1	JH658114.1
173356	175156	840	2617	1801	1778	93.40	6854980	23478	0.03	7.57	NC_030986.1	JH658114.1
175816	176351	3074	2547	536	528	92.54	6854980	54618	0.01	0.97	NC_030986.1	JH658042.1
176632	176889	92	349	258	258	93.41	6854980	69246	0.00	0.37	NC_030986.1	JH658027.1
176890	178463	612	2185	1574	1574	97.27	6854980	69246	0.02	2.27	NC_030986.1	JH658027.1
192975	210420	8944	26496	17446	17553	95.40	6854980	69246	0.25	25.35	NC_030986.1	JH658027.1
210538	212469	26607	28528	1932	1922	83.48	6854980	69246	0.03	2.78	NC_030986.1	JH658027.1
214222	216308	28940	31023	2087	2084	90.67	6854980	69246	0.03	3.01	NC_030986.1	JH658027.1
216954	223633	31007	37686	6680	6680	98.20	6854980	69246	0.10	9.65	NC_030986.1	JH658027.1
223820	240836	37687	54677	17017	16991	97.45	6854980	69246	0.25	24.54	NC_030986.1	JH658027.1
243648	243984	56652	56988	337	337	97.63	6854980	69246	0.00	0.49	NC_030986.1	JH658027.1
244199	245994	56975	58761	1796	1787	97.83	6854980	69246	0.03	2.58	NC_030986.1	JH658027.1
246666	260306	2292	15928	13641	13637	96.88	6854980	123401	0.20	11.05	NC_030986.1	JH657985.1
291836	295487	16430	20084	3652	3655	95.30	6854980	123401	0.05	2.96	NC_030986.1	JH657985.1
295486	312120	21725	38346	16635	16622	97.16	6854980	123401	0.24	13.47	NC_030986.1	JH657985.1
312272	338621	38346	64700	26350	26355	96.73	6854980	123401	0.38	21.36	NC_030986.1	JH657985.1
338800	347853	64694	73741	9054	9048	96.33	6854980	123401	0.13	7.33	NC_030986.1	JH657985.1
348753	349258	73821	74332	506	512	88.87	6854980	123401	0.01	0.41	NC_030986.1	JH657985.1
349841	359226	79288	88618	9386	9331	96.59	6854980	123401	0.14	7.56	NC_030986.1	JH657985.1
359218	370712	93628	105104	11495	11477	96.24	6854980	123401	0.17	9.30	NC_030986.1	JH657985.1
370955	378758	105092	112877	7804	7786	95.09	6854980	123401	0.11	6.31	NC_030986.1	JH657985.1
378758	388828	113302	123368	10071	10067	97.51	6854980	123401	0.15	8.16	NC_030986.1	JH657985.1
388820	389967	52253	51105	1148	1149	97.74	6854980	52501	0.02	2.19	NC_030986.1	KK035237.1
389964	407299	50774	33478	17336	17297	95.90	6854980	52501	0.25	32.95	NC_030986.1	KK035237.1
407300	431855	29834	5285	24556	24550	97.15	6854980	52501	0.36	46.76	NC_030986.1	KK035237.1
433916	437274	3370	9	3359	3362	94.62	6854980	52501	0.05	6.40	NC_030986.1	KK035237.1
437297	438830	181	1714	1534	1534	97.33	6854980	1190151	0.02	0.13	NC_030986.1	JH657926.1
438970	445673	1841	8545	6704	6705	96.03	6854980	1190151	0.10	0.56	NC_030986.1	JH657926.1
446289	446567	10210	10483	279	274	88.97	6854980	1190151	0.00	0.02	NC_030986.1	JH657926.1
450954	452479	15197	16703	1526	1507	82.46	6854980	1190151	0.02	0.13	NC_030986.1	JH657926.1
453325	468047	17580	32241	14723	14662	97.07	6854980	1190151	0.21	1.23	NC_030986.1	JH657926.1
468145	477959	32243	42023	9815	9781	97.75	6854980	1190151	0.14	0.82	NC_030986.1	JH657926.1
477953	479527	42262	43860	1575	1599	90.14	6854980	1190151	0.02	0.13	NC_030986.1	JH657926.1
479478	481194	43924	45639	1717	1716	97.32	6854980	1190151	0.03	0.14	NC_030986.1	JH657926.1
481158	490041	45759	54672	8884	8914	96.67	6854980	1190151	0.13	0.75	NC_030986.1	JH657926.1
490041	494544	55541	60007	4504	4467	95.54	6854980	1190151	0.07	0.38	NC_030986.1	JH657926.1
494862	499906	60006	65074	5045	5069	92.32	6854980	1190151	0.07	0.43	NC_030986.1	JH657926.1
500152	503920	65076	68844	3769	3769	92.69	6854980	1190151	0.05	0.32	NC_030986.1	JH657926.1
503925	506642	68657	71313	2718	2657	92.88	6854980	1190151	0.04	0.22	NC_030986.1	JH657926.1
507998	510436	82380	79941	2439	2440	95.02	6854980	1190151	0.04	0.21	NC_030986.1	JH657926.1
510436	516823	77703	71316	6388	6388	96.16	6854980	1190151	0.09	0.54	NC_030986.1	JH657926.1
516968	520684	82503	86224	3717	3722	96.99	6854980	1190151	0.05	0.31	NC_030986.1	JH657926.1
521339	521595	87737	87981	257	245	89.11	6854980	1190151	0.00	0.02	NC_030986.1	JH657926.1
533110	538527	93147	98558	5418	5412	93.33	6854980	1190151	0.08	0.45	NC_030986.1	JH657926.1
538797	539794	98827	99823	998	997	94.59	6854980	1190151	0.01	0.08	NC_030986.1	JH657926.1
539943	543078	99956	103091	3136	3136	97.00	6854980	1190151	0.05	0.26	NC_030986.1	JH657926.1
543503	564379	103535	124441	20877	20907	98.49	6854980	1190151	0.30	1.76	NC_030986.1	JH657926.1
564427	577955	124369	137917	13529	13549	98.41	6854980	1190151	0.20	1.14	NC_030986.1	JH657926.1
578148	592018	138109	151981	13871	13873	97.97	6854980	1190151	0.20	1.17	NC_030986.1	JH657926.1
593373	593792	153352	153770	420	419	87.06	6854980	1190151	0.01	0.04	NC_030986.1	JH657926.1
594947	637619	155029	197700	42673	42672	98.42	6854980	1190151	0.62	3.59	NC_030986.1	JH657926.1
638790	640417	198960	200586	1628	1627	98.65	6854980	1190151	0.02	0.14	NC_030986.1	JH657926.1
640737	642387	200763	202416	1651	1654	98.85	6854980	1190151	0.02	0.14	NC_030986.1	JH657926.1
643088	691454	202823	251195	48367	48373	99.20	6854980	1190151	0.71	4.06	NC_030986.1	JH657926.1
691581	737649	251304	297416	46069	46113	99.05	6854980	1190151	0.67	3.87	NC_030986.1	JH657926.1
738266	747072	297837	306655	8807	8819	97.41	6854980	1190151	0.13	0.74	NC_030986.1	JH657926.1
747069	747235	306824	306655	167	170	96.47	6854980	1190151	0.00	0.01	NC_030986.1	JH657926.1
747239	764513	306825	324079	17275	17255	98.35	6854980	1190151	0.25	1.45	NC_030986.1	JH657926.1
764681	787841	324180	347327	23161	23148	97.89	6854980	1190151	0.34	1.94	NC_030986.1	JH657926.1
787840	789228	348215	349602	1389	1388	97.70	6854980	1190151	0.02	0.12	NC_030986.1	JH657926.1
790476	800098	349774	359327	9623	9554	97.14	6854980	1190151	0.14	0.80	NC_030986.1	JH657926.1
800091	845076	359859	404790	44986	44932	98.60	6854980	1190151	0.66	3.78	NC_030986.1	JH657926.1
845215	847960	404791	407516	2746	2726	95.01	6854980	1190151	0.04	0.23	NC_030986.1	JH657926.1
848100	855774	407673	415333	7675	7661	97.42	6854980	1190151	0.11	0.64	NC_030986.1	JH657926.1
856364	891121	415902	450744	34758	34843	97.86	6854980	1190151	0.51	2.93	NC_030986.1	JH657926.1
891428	936590	450940	496007	45163	45068	98.14	6854980	1190151	0.66	3.79	NC_030986.1	JH657926.1
936625	937471	495999	496859	847	861	97.56	6854980	1190151	0.01	0.07	NC_030986.1	JH657926.1
937972	943311	497427	502758	5340	5332	97.55	6854980	1190151	0.08	0.45	NC_030986.1	JH657926.1
943434	973717	502945	533238	30284	30294	97.89	6854980	1190151	0.44	2.55	NC_030986.1	JH657926.1
973872	1025821	533387	585371	51950	51985	98.70	6854980	1190151	0.76	4.37	NC_030986.1	JH657926.1
1026045	1059906	585593	619457	33862	33865	99.18	6854980	1190151	0.49	2.85	NC_030986.1	JH657926.1
1059906	1062598	619556	622247	2693	2692	99.59	6854980	1190151	0.04	0.23	NC_030986.1	JH657926.1
1062724	1073048	622356	632673	10325	10318	99.39	6854980	1190151	0.15	0.87	NC_030986.1	JH657926.1
1073079	1123970	632664	683572	50892	50909	98.62	6854980	1190151	0.74	4.28	NC_030986.1	JH657926.1
1127153	1137952	686960	697741	10800	10782	98.58	6854980	1190151	0.16	0.91	NC_030986.1	JH657926.1
1138110	1157906	697888	717682	19797	19795	99.15	6854980	1190151	0.29	1.66	NC_030986.1	JH657926.1
1158045	1243454	717691	803120	85410	85430	98.90	6854980	1190151	1.25	7.18	NC_030986.1	JH657926.1
1244348	1268316	804598	828583	23969	23986	98.52	6854980	1190151	0.35	2.02	NC_030986.1	JH657926.1
1268967	1341039	828568	900569	72073	72002	98.64	6854980	1190151	1.05	6.05	NC_030986.1	JH657926.1
1341038	1358917	901008	918870	17880	17863	99.22	6854980	1190151	0.26	1.50	NC_030986.1	JH657926.1
1358918	1359044	918960	919086	127	127	100.00	6854980	1190151	0.00	0.01	NC_030986.1	JH657926.1
1359248	1359507	919086	919345	260	260	98.46	6854980	1190151	0.00	0.02	NC_030986.1	JH657926.1
1359506	1395360	919937	955824	35855	35888	98.80	6854980	1190151	0.52	3.02	NC_030986.1	JH657926.1
1395359	1396925	956251	957817	1567	1567	99.04	6854980	1190151	0.02	0.13	NC_030986.1	JH657926.1
